Geneid	NORMAL_1	NORMAL_2	RESISTANT_1	RESISTANT_2	RESISTANT_2
100302279	0	0	0	2	2
6121	0	4	0	0	0
55635	79	33	100	111	111
101927220	0	0	0	0	0
57554	2	7	0	2	2
5301	0	0	0	0	0
55631	290	189	347	314	314
9295	2011	1201	4951	5001	5001
81573	332	274	453	430	430
11147	67	28	5	8	8
1491	31	24	43	43	43
101927244	0	0	0	0	0
5733	42	155	0	0	0
100132618	29	15	2	0	0
9406	905	583	1298	1292	1292
406962	10	4	25	16	16
100852410	4	0	0	0	0
257194	284	624	18	14	14
100852409	0	0	0	0	0
101927295	0	0	0	0	0
127255	9	2	0	0	0
100526835	0	0	0	0	0
8790	327	112	189	174	174
51086	0	0	0	0	0
105378804	0	0	0	0	0
105378803	0	0	0	0	0
127254	0	0	0	4	4
101927320	0	0	0	0	0
1429	761	399	279	283	283
127253	307	263	153	146	146
431707	10	15	13	13	13
204962	98	15	924	892	892
34	976	479	1051	1093	1093
1744	9	6	76	64	64
5876	446	330	483	486	486
692085	2	3	21	22	22
26805	3	1	42	33	33
26804	6	2	15	11	11
4438	6	2	8	4	4
127247	0	0	0	2	2
101927342	0	0	0	0	0
256435	41	100	5	8	8
81849	63	124	0	2	2
102466995	0	0	0	0	0
10026	498	435	262	218	218
26289	9	7	0	9	9
26009	573	421	851	940	940
23032	1031	602	1378	1281	1281
374986	488	253	596	554	554
374987	1	3	1	0	0
91624	463	1195	424	461	461
8880	812	487	1861	1851	1851
11080	377	625	129	132	132
54810	33	93	83	71	71
149047	0	0	0	0	0
5737	291	533	0	0	0
10964	599	388	478	590	590
10561	450	276	692	738	738
64123	553	754	136	152	152
101927412	11	2	0	0	0
23266	570	843	598	551	551
101927434	0	0	0	0	0
101927498	0	0	4	2	2
101927587	1	0	0	0	0
101927560	2	0	0	0	0
79739	72	237	80	89	89
5567	1427	1030	573	577	577
148418	28	18	22	22	22
391051	0	0	0	0	0
58511	0	2	1	1	1
80135	385	213	225	213	213
2787	338	233	438	453	453
100505741	2	9	57	75	75
1486	371	285	123	121	121
103695366	0	0	0	0	0
439927	0	0	0	0	0
117178	272	192	261	244	244
23566	228	93	87	51	51
255231	113	22	63	47	47
55283	2	6	37	33	33
126820	14	9	31	22	22
100616481	0	0	0	0	0
84144	102	70	496	483	483
148423	126	139	148	135	135
8915	307	319	427	395	395
646626	1	0	0	0	0
23576	435	285	77	81	81
3491	1030	9532	216	224	224
54680	319	239	483	362	362
255631	56	39	25	38	38
57489	260	141	1208	1110	1110
102465842	0	0	2	0	0
9635	339	633	2071	2184	2184
1179	3	3	0	2	2
22802	1366	619	2573	2552	2552
9629	2	3	26	21	21
105378828	22	6	0	0	0
51100	1822	1334	2059	2073	2073
9403	2160	1265	300	345	345
9653	788	387	208	202	202
339524	42	91	3	1	1
101927844	1	0	0	0	0
105378832	0	0	0	0	0
8543	464	459	129	110	110
100505768	0	0	0	0	0
101927891	2	1	0	0	0
5586	1209	608	2470	2386	2386
2959	306	252	277	338	338
56267	347	208	438	441	441
494115	355	215	232	247	247
2635	1653	193	1476	1402	1402
2633	1135	807	1140	1154	1154
2634	2278	1165	4681	4637	4637
388646	11	2	126	154	154
115361	1227	499	1177	1114	1114
115362	676	318	242	236	236
729930	0	0	0	0	0
163351	7	2	23	22	22
400759	26	13	19	36	36
23507	253	88	313	350	350
84230	374	283	214	205	205
400761	4	2	0	0	0
55144	328	288	285	264	264
105378846	0	0	0	0	0
492303	5	6	2	2	2
284695	322	184	1232	1310	1310
343472	0	0	0	0	0
84146	726	460	3598	3631	3631
164045	0	12	16	5	5
8317	91	37	138	131	131
7049	844	1268	2995	2848	2848
676	2	0	0	0	0
253152	7	4	42	43	43
646817	3	1	10	15	15
284697	22	6	62	54	54
23285	105	45	211	212	212
388649	0	0	9	5	5
11146	146	59	512	502	502
79871	151	128	595	565	565
2672	73	47	16	10	10
7813	302	253	779	662	662
6125	8348	5171	7122	6545	6545
388650	258	348	58	78	78
6083	3	2	73	91	91
26782	2	2	72	68	68
22823	383	215	666	511	511
50999	1316	904	428	465	465
343099	93	33	386	373	373
100131564	141	92	4	2	2
1810	926	471	203	202	202
54874	1172	353	1437	1494	1494
100126520	0	0	0	0	0
8412	112	223	209	198	198
100129046	24	2	2	1	1
100126348	0	0	2	0	0
100189133	1	0	0	0	0
30836	552	436	812	770	770
2730	302	226	59	92	92
24	2	10	11	8	8
9411	539	525	416	404	404
5825	1037	438	2933	2794	2794
2152	756	1064	232	244	244
101928079	30	4	0	0	0
100616321	0	0	0	0	0
126969	433	110	805	790	790
1266	1441	1657	335	322	322
105378862	2	4	0	0	0
729970	30	38	2	6	6
199857	94	26	74	68	68
101928098	0	0	0	0	0
148534	230	208	25	34	34
100527978	5	1	2	8	8
101928118	3	0	0	0	0
25950	64	38	56	70	70
440594	0	0	0	0	0
100996635	0	0	0	0	0
102723661	0	0	0	0	0
101928241	0	0	0	0	0
58155	169	278	484	462	462
1806	648	627	2030	1886	1886
100873932	0	0	0	0	0
100873933	0	0	0	0	0
400765	0	0	0	0	0
100616452	0	0	0	0	0
406928	0	0	0	0	0
729987	0	0	0	0	0
51375	310	239	456	441	441
163404	2	0	2	0	0
100129620	0	0	0	0	0
9890	148	131	61	71	71
101928270	0	0	0	0	0
54873	196	412	166	109	109
391059	67	71	305	301	301
178	714	463	2225	2189	2189
23443	523	356	427	388	388
64645	760	578	761	771	771
163786	100	54	159	159	159
54482	222	106	257	252	252
127495	8	7	49	40	40
1629	715	323	753	754	754
100506007	3	4	0	0	0
8634	376	238	262	301	301
693138	0	0	31	46	46
8556	180	135	388	384	384
54112	7	0	0	0	0
100128787	0	0	0	0	0
7412	1038	802	158	144	144
2135	265	214	32	51	51
148867	612	255	530	570	570
51611	181	176	118	128	128
102606465	34	22	0	0	0
101928334	2	8	0	0	0
101928370	6	8	0	0	0
1901	433	694	30	28	28
104355286	0	0	0	0	0
118427	0	0	2	0	0
94236	0	0	0	0	0
1301	13	19	296	247	247
101928436	0	0	0	0	0
55599	193	140	1354	1376	1376
280	106	64	2105	1944	1944
648740	2	6	4	10	10
279	0	1	9	10	10
276	0	0	0	0	0
277	0	0	15	20	20
278	0	1	0	3	3
100129138	4	0	2	0	0
101928476	0	0	0	0	0
55170	207	123	27	21	21
22854	13	69	2	0	0
10451	858	232	589	569	569
102465839	0	0	0	0	0
100873946	0	0	0	0	0
29957	886	527	847	773	773
148545	0	0	2	5	5
653149	0	0	10	27	27
284611	811	561	235	231	231
113802	180	49	156	143	143
55119	790	625	1575	1432	1432
163479	0	0	6	2	2
6814	733	463	971	920	920
254268	0	4	2	6	6
642864	0	0	0	0	0
29899	121	132	536	585	585
23155	405	391	407	408	408
22911	241	233	214	195	195
6884	98	125	106	70	70
56900	801	502	87	100	100
677766	0	0	3488	3304	3304
127003	0	5	17	9	9
57535	34	22	12	16	16
6301	1670	962	416	470	470
1952	252	134	335	297	297
84722	27	29	33	30	30
343263	0	4	48	50	50
6272	1025	872	464	426	426
5686	691	386	627	565	565
284612	9	41	10	14	14
127002	61	66	56	53	53
284613	277	91	21	12	12
57463	67	108	8	8	8
83873	0	3	0	2	2
2773	1272	875	359	405	405
406974	0	0	0	8	8
2780	2	0	169	241	241
271	377	398	217	192	192
2948	164	229	258	291	291
2946	86	208	296	294	294
2944	0	3	43	35	35
2949	48	200	5	13	13
2947	288	359	99	74	74
79574	17	16	29	25	25
1435	487	863	36	36	36
10768	1676	1352	892	877	877
85369	429	323	514	517	517
257	25	5	12	16	16
104355139	0	0	0	0	0
164153	0	2	0	0	0
388662	1	2	4	0	0
100873974	0	0	0	0	0
3749	29	47	90	74	74
440600	0	2	0	0	0
64783	195	101	739	704	704
9122	179	129	294	198	198
10542	356	193	165	121	121
101410535	0	0	0	0	0
84432	6	9	2	2	2
643160	0	0	0	0	0
440602	0	0	0	0	0
3744	2	2	0	0	0
3737	46	29	0	0	0
3738	543	201	18	26	26
963	1301	688	155	199	199
55791	269	118	405	339	339
128338	680	466	770	762	762
10390	477	321	520	484	484
79961	900	371	521	479	479
1117	492	368	4	5	5
149620	0	0	0	0	0
27159	0	0	0	0	0
128344	104	64	14	10	10
441897	0	0	0	0	0
5016	40	21	156	141	141
79084	534	268	226	212	212
515	1612	1019	623	563	563
128346	140	91	80	88	88
57413	12	6	4	18	18
140	58	25	14	18	18
100129269	4	4	0	0	0
5906	1233	1342	488	448	448
55924	124	92	13	15	15
100506343	0	0	0	0	0
101928718	0	0	0	0	0
11218	248	137	233	165	165
3752	49	74	131	128	128
100874295	0	0	0	0	0
100873995	0	0	0	0	0
643355	3	4	0	0	0
55917	642	549	713	700	700
100422976	0	0	0	0	0
7482	70	113	30	31	31
54879	143	144	249	211	211
829	2004	1083	1715	1649	1649
4343	516	391	884	841	841
389	851	1249	289	267	267
333926	22	12	4	2	2
284467	0	0	0	0	0
100996702	1	2	0	0	0
6566	234	465	52	72	72
246182	0	2	0	4	4
100506392	3	11	0	0	0
100996251	0	3	0	0	0
9860	137	132	761	714	714
643441	0	0	0	0	0
260425	144	165	616	517	517
10745	229	134	486	427	427
54665	438	221	243	239	239
100287722	9	9	12	10	10
26191	219	75	168	161	161
440603	16	15	14	8	8
10717	108	101	262	322	322
64858	78	71	55	73	73
101928846	0	0	0	0	0
204851	1163	769	994	958	958
56944	502	830	36	38	38
148281	0	0	0	0	0
51592	984	377	2017	1999	1999
10286	417	258	385	363	363
163259	55	62	319	319	319
270	18	13	6	6	6
4893	926	496	405	367	367
7812	7216	6558	6251	6147	6147
80143	514	302	133	170	170
6847	0	0	0	0	0
7252	0	0	2	4	4
10100	323	571	22	28	28
4803	2	11	0	2	2
81839	376	298	386	396	396
845	129	1408	0	0	0
4808	0	0	0	0	0
101928995	0	0	0	0	0
101928977	0	0	0	0	0
55356	56	63	78	79	79
126868	32	2	8	14	14
476	2972	2118	2161	2096	2096
84852	25	20	5	0	0
101929023	0	0	0	0	0
965	122	109	163	149	149
100616384	0	0	0	0	0
3321	583	141	243	189	189
100302117	0	0	0	0	0
388667	0	0	0	0	0
914	472	174	161	188	188
5738	990	968	210	219	219
9398	51	28	22	32	32
101929099	4	2	0	0	0
8458	267	129	403	444	444
100126331	0	0	2	0	0
80263	83	67	70	75	75
79679	217	30	10	8	8
104355292	0	0	0	0	0
10905	1528	717	1718	1622	1622
100996263	0	0	0	0	0
54855	1427	872	155	159	159
54834	266	134	606	535	535
10885	418	193	671	654	654
200162	157	10	161	170	170
6913	18	3	19	23	23
10352	188	66	102	84	84
104472716	3	3	0	0	0
101929147	55	22	2	2	2
51179	2	1	0	0	0
100874270	0	0	0	0	0
3284	0	0	2	2	2
3283	0	0	0	0	0
128102	0	1	2	0	0
644242	0	0	0	0	0
90874	91	57	54	73	73
26227	193	244	113	80	80
3158	2079	300	2208	2097	2097
83998	2	0	0	0	0
343505	1	0	4	0	0
11085	0	0	0	0	0
4853	1758	1408	2508	2392	2392
9554	901	569	98	135	135
105378954	4	3	9	8	8
728841	105	163	2479	2481	2481
767846	7	0	0	2	2
100996724	184	178	245	239	239
101929796	34	1	71	66	66
101060684	197	84	3081	2158	2158
100189005	0	0	0	0	0
101954277	0	0	0	0	0
653505	1	0	3	1	1
728855	101	39	2	0	0
101954264	0	0	0	0	0
100189257	0	0	0	0	0
105369199	2	0	0	0	0
100996721	0	0	0	0	0
100126488	0	0	0	0	0
101929798	0	0	0	0	0
2210	19	17	10	8	8
100996318	0	0	0	0	0
337875	0	2	21	19	19
653820	7	7	33	33	33
653464	94	114	148	180	180
100873165	0	0	0	0	0
647121	14	2	6	4	4
101929815	0	0	0	0	0
100189261	0	0	0	0	0
101954269	0	0	0	0	0
26863	0	0	0	0	0
791227	0	0	0	0	0
105369140	8	0	0	0	0
388692	0	0	0	0	0
100189142	0	0	0	0	0
100189326	0	0	0	0	0
199882	0	0	0	0	0
100189356	0	0	0	0	0
100132417	14	14	2	8	8
100996713	0	0	0	0	0
554282	10	5	2	2	2
100996712	22	12	58	33	33
101060524	0	0	0	0	0
730262	0	0	0	0	0
101954267	0	0	0	0	0
100189323	0	0	0	0	0
284565	232	168	2810	2674	2674
100189127	0	0	0	0	0
728945	0	0	0	0	0
105371215	0	0	0	0	0
1818	0	0	0	0	0
645166	1	2	0	0	0
647135	114	56	144	137	137
728833	0	6	91	31	31
101929805	5	0	0	2	2
102724235	22	4	14	12	12
103091866	43	30	43	49	49
645142	0	0	0	0	0
101954266	4	1	0	0	0
7214	0	0	0	0	0
100288142	41	40	1137	1191	1191
100126510	0	0	0	0	0
101060254	0	0	0	0	0
101929780	14	22	208	188	188
653519	80	35	413	589	589
5174	0	0	94	100	100
11126	5	4	37	27	27
27246	227	247	343	305	305
10623	264	195	382	396	396
200035	22	17	26	33	33
10401	318	333	353	375	375
102466191	1	0	0	0	0
148741	23	47	6	14	14
8515	31	47	18	27	27
8799	350	207	60	66	66
114814	17	8	6	2	2
9939	904	551	504	484	484
128077	442	628	38	31	31
84265	183	161	174	179	179
284615	12	23	3	2	2
10628	13466	5353	4143	4237	4237
148738	0	0	0	0	0
100189384	0	0	0	0	0
100189064	0	0	0	0	0
100188991	0	0	0	0	0
100189198	0	0	0	0	0
101954276	0	0	0	0	0
101928979	3	3	0	0	0
100132406	19	29	2325	1922	1922
388677	15	3	14	36	36
170688	0	0	0	0	0
105371242	0	0	0	4	4
102724558	3	8	0	0	0
100288805	4	4	15	12	12
105373468	2	0	1	0	0
149013	244	148	5870	5453	5453
728989	1	1	0	0	0
100189334	0	0	0	0	0
101447996	0	0	0	0	0
644861	0	0	0	0	0
5565	450	612	55	76	76
171423	330	230	728	712	712
2330	109	83	108	128	128
9557	304	276	378	320	320
100289211	0	0	0	0	0
607	331	303	673	648	648
51205	136	51	275	244	244
2702	269	205	65	54	54
2703	0	0	0	0	0
51463	74	19	251	154	154
100034743	0	0	103	105	105
100189140	0	0	0	0	0
26864	0	0	0	0	0
100189193	0	0	0	0	0
200030	172	119	3846	3804	3804
101927468	0	1	0	0	0
100189056	0	0	0	0	0
100189307	0	0	0	0	0
100189174	0	0	0	0	0
100188998	0	0	0	0	0
100847044	0	0	0	0	0
101954273	0	0	0	0	0
102466225	0	0	0	0	0
26860	0	0	0	0	0
100132057	11	7	3	0	0
101954272	1	0	0	0	0
388685	34	26	57	49	49
644591	0	0	0	0	0
25832	181	137	2639	2152	2152
100996763	50	27	29	23	23
440672	57	9	6	0	0
9659	646	440	280	282	282
400818	138	127	1539	1397	1397
653513	39	35	122	117	117
100996761	4	2	1	0	0
101060226	117	104	416	440	440
653598	1	0	4	0	0
57234	52	34	5	13	13
644634	0	0	0	0	0
100189228	0	0	0	0	0
102723955	2	0	0	0	0
100189059	0	0	0	0	0
440689	3	1	1039	1057	1057
2209	79	51	57	55	55
101927767	0	0	3	0	0
653604	0	0	36	28	28
8370	0	2	0	0	0
105371405	0	0	0	0	0
126961	0	0	0	0	0
8337	4	0	13	14	14
337873	0	0	4	0	0
723790	2	2	8	18	18
333932	0	2	1	4	4
554313	1	0	0	0	0
8349	134	113	657	664	664
8338	2	0	188	263	263
317772	2	0	20	28	28
51027	27	18	2	2	2
9900	89	66	10	8	8
10262	423	400	379	383	383
10903	157	175	172	167	167
56957	378	185	473	382	382
105373477	0	0	0	0	0
11311	421	392	425	407	407
51177	475	956	65	75	75
81611	729	428	853	814	814
23632	3	1	16	42	42
51107	1471	962	383	400	400
79630	54	67	55	65	65
148523	19	77	16	23	23
54460	378	257	295	306	306
9129	406	374	2831	2702	2702
23248	652	540	1509	1492	1492
80222	330	133	300	304	304
102465529	0	0	0	1	1
1893	236	446	209	163	163
100874054	0	0	0	0	0
54507	226	811	651	595	595
105371437	2	5	19	30	30
100422997	0	0	0	0	0
574406	2	4	5	3	3
4170	5999	7328	1223	1251	1251
2029	1270	1065	236	224	224
55204	657	257	335	376	376
84072	6	0	49	54	54
1520	3693	2509	1189	1115	1115
1513	2090	3885	379	366	366
405	756	694	786	756	756
9869	404	315	900	931	931
29956	1091	1053	526	527	527
8416	190	70	126	110	110
55793	295	195	204	168	168
58497	353	263	290	240	240
149428	54	24	102	96	96
54964	7	28	36	19	19
56882	1881	1204	638	606	606
10962	63	101	4	0	0
126626	89	59	213	183	183
10500	41	104	62	63	63
100534012	0	0	0	0	0
79626	84	57	4	8	8
388695	71	80	57	75	75
79005	6	3	9	2	2
29765	6	8	8	12	12
6944	241	271	171	213	213
8394	539	448	933	935	935
5710	724	613	645	634	634
57592	366	213	252	233	233
5298	832	682	748	753	753
5993	907	669	604	547	547
8991	454	606	57	58	58
5692	1063	896	663	719	719
23126	744	714	2114	2084	2084
57530	460	96	777	732	732
7286	244	176	482	504	504
693139	0	0	28	24	24
81609	496	360	422	354	354
11189	1	8	0	2	2
284485	0	0	2	0	0
65005	240	197	148	148	148
51686	8	1	15	11	11
11022	106	50	48	56	56
339398	15	2	0	0	0
6097	129	53	26	21	21
100191040	5	1	1	4	4
100132111	15	2	0	2	2
284486	13	7	71	87	87
117145	161	154	110	153	153
6281	327	724	62	73	73
441908	1	0	8	0	0
6282	2538	1443	2466	2263	2263
100131107	0	0	0	0	0
126637	0	0	0	2	2
7062	2	5	4	4	4
126638	0	0	0	2	2
388697	2	4	2157	1952	1952
2312	10	7	460	435	435
339400	1	0	0	1	1
388698	0	0	43	30	30
49860	9	14	1	0	0
254910	0	0	0	0	0
54544	0	0	0	0	0
353145	0	0	0	0	0
84648	0	0	0	0	0
353144	0	0	0	0	0
353143	0	0	0	0	0
353142	0	0	0	0	0
353141	0	0	0	0	0
353140	0	0	0	0	0
26239	0	0	0	0	0
353139	0	0	0	0	0
199834	0	0	0	0	0
100129271	0	0	0	0	0
448834	0	0	0	0	0
353137	0	0	0	0	0
353135	0	0	0	0	0
353134	0	0	0	0	0
353133	0	0	0	0	0
353132	0	0	0	0	0
353131	0	0	0	0	0
448835	0	0	0	0	0
4184	0	0	0	0	0
3713	94	54	277	305	305
163778	0	0	0	0	0
6698	4	7	61	57	57
6707	28	41	123	122	122
6699	1	5	5	0	0
6703	1	0	0	0	0
6700	5	4	0	0	0
6701	0	0	0	0	0
6704	1	0	0	0	0
6705	0	0	6	0	0
6702	0	0	0	2	2
6706	0	0	0	2	2
101928009	0	0	0	0	0
149018	0	0	0	0	0
574414	0	0	0	0	0
4014	0	0	0	0	0
114771	0	0	0	0	0
57115	0	0	1	0	0
6280	3187	1156	142	120	120
6283	26	9	0	0	0
6279	388	162	33	40	40
338324	0	0	0	0	0
645922	0	0	0	0	0
6278	2	0	8	0	0
6277	4735	2227	2622	2514	2514
6276	1	1	5	2	2
6275	682	379	170	164	164
101928034	2	13	0	0	0
6274	4	7	3	7	7
6273	1106	391	455	412	412
140576	592	614	278	192	192
57402	124	50	54	56	56
6284	223	278	88	86	86
6271	4	5	28	26	26
26097	407	299	288	279	279
23557	222	171	79	67	67
3608	1292	820	1040	937	937
100189015	0	0	0	0	0
4881	82	311	16	14	14
102466879	0	0	0	0	0
65123	229	269	211	147	147
11000	31	14	2	2	2
343052	0	0	0	0	0
105371448	0	0	0	0	0
57459	60	17	24	12	12
9909	629	573	478	412	412
200186	330	334	426	442	442
27173	914	636	80	71	71
102465441	0	0	0	0	0
148327	155	61	76	89	89
10899	486	347	268	230	230
5872	982	732	474	446	446
6232	3282	1808	2690	2478	2478
91181	0	3	29	42	42
100847024	0	0	0	0	0
7170	3337	2010	3227	3147	3147
100126346	0	0	0	0	0
388701	0	0	27	16	16
25912	1445	1201	546	488	488
9898	1176	1088	3608	3313	3313
10456	365	366	589	571	571
89872	0	0	0	0	0
57198	827	1201	136	127	127
3570	629	432	72	55	55
126669	193	241	18	22	22
126668	11	27	4	0	0
55585	577	516	427	443	443
100874097	5	1	0	0	0
1141	0	4	18	13	13
103	3792	2257	5735	5886	5886
3782	168	216	30	32	32
10654	131	130	55	62	62
57326	1333	1438	270	284	284
90780	475	375	17	15	15
101928120	0	0	0	0	0
6464	1322	1317	439	440	440
1163	106	95	167	154	154
100423020	1	0	0	0	0
80308	220	187	270	292	292
55891	0	0	0	6	6
51043	403	227	100	89	89
127579	7	6	67	41	41
149095	1	1	13	21	21
100505666	4	3	0	0	0
8751	580	717	343	281	281
1945	61	35	10	27	27
1944	17	9	3	4	4
1942	298	251	247	288	288
55974	334	183	237	266	266
54344	37	35	14	18	18
200185	260	216	515	602	602
80128	19	25	139	106	106
4582	826	352	5768	5691	5691
693235	0	0	0	0	0
7059	331	722	720	684	684
4580	67	61	48	36	36
2630	6	6	5	4	4
2629	4	47	18	8	8
10712	0	14	0	0	0
10067	0	0	0	0	0
1196	0	0	0	0	0
57657	0	0	0	0	0
5313	0	0	0	0	0
2224	474	382	692	646	646
284618	2	4	4	8	8
23623	283	239	151	138	138
55870	1149	627	7085	6645	6645
693140	0	0	0	0	0
645682	0	0	94	98	98
645676	7	0	51	67	67
55154	86	62	98	101	101
55249	570	550	2142	2042	2042
7818	778	461	994	920	920
100129405	30	13	24	31	31
54856	464	423	3917	3819	3819
23208	423	581	8	16	16
6016	507	343	296	234	234
22889	539	309	1754	1760	1760
677823	0	0	154	147	147
677771	0	0	400	361	361
339403	0	0	0	0	0
9181	836	800	662	628	628
102465442	0	0	0	0	0
105371729	3	1	0	0	0
6746	1517	1395	504	541	541
56893	528	352	109	78	78
28956	168	129	376	350	350
57111	694	218	424	474	474
92312	106	30	81	63	63
4000	1296	3596	3526	3507	3507
64218	337	181	803	803	803
9673	313	268	111	98	98
11243	62	77	10	11	11
100527963	0	0	0	0	0
632	0	1	2	0	0
79957	20	13	43	43	43
23381	1105	823	1089	1072	1072
84283	126	72	111	110	110
112770	414	424	256	256	256
391104	0	0	0	0	0
7203	1769	1256	1005	917	917
128229	2	4	6	2	2
57127	12	0	20	16	16
10485	2	0	0	0	0
407046	0	0	0	0	0
4209	580	1139	301	279	279
128239	88	39	266	264	264
164118	12	5	0	4	4
128240	311	214	237	216	216
54865	225	134	212	230	230
101928177	0	0	0	0	0
60484	0	0	3	0	0
63827	4	4	27	19	19
10763	261	409	99	123	123
1382	456	323	115	96	96
81875	422	319	167	158	158
51093	230	166	172	128	128
79590	220	177	102	125	125
3068	1698	1193	860	762	762
5546	410	350	507	576	576
9047	67	31	22	14	14
4914	4	10	2	10	10
3645	1	0	0	2	2
375033	123	251	40	56	56
149499	0	2	28	7	7
9826	684	529	1182	1058	1058
768220	0	0	9	14	14
440695	1	0	0	0	0
2117	690	439	275	338	338
360155	0	0	12	6	6
83416	376	211	50	57	57
83417	8	7	0	4	4
115352	173	94	24	31	31
79368	103	23	14	16	16
115350	165	22	6	6	6
922	0	0	0	0	0
55243	775	806	110	125	125
646268	0	2	0	0	0
912	64	47	6	7	7
909	15	14	2	0	0
911	76	39	10	6	6
910	4	3	0	0	0
913	30	31	6	0	0
128360	0	0	0	0	0
391107	0	0	0	0	0
391109	0	0	0	0	0
343406	0	0	0	0	0
391112	0	0	0	0	0
128366	0	0	0	0	0
128367	0	0	0	0	0
128368	0	0	0	0	0
6708	1	3	10	22	22
81448	0	0	0	0	0
391114	0	0	0	0	0
128371	0	0	0	0	0
128372	0	0	0	0	0
81442	0	0	0	0	0
4332	555	303	26	18	18
149628	69	72	44	61	61
3428	2185	1495	3365	3210	3210
9447	109	42	863	815	815
100189166	0	0	0	0	0
57863	24	315	1	1	1
100131825	14	44	1	0	0
2532	296	656	0	4	4
2205	50	56	8	14	14
441911	0	0	0	0	0
26476	0	0	0	0	0
127385	0	0	0	2	2
325	0	0	0	0	0
1401	1	1	0	0	0
54935	45	26	42	25	25
343413	24	28	2	12	12
56833	250	107	21	8	8
284677	8	7	23	10	10
391123	2	2	27	16	16
25790	2	7	21	16	16
100422852	0	0	0	0	0
8407	2839	2670	481	475	475
57549	53	19	44	46	46
89886	3	2	0	0	0
100505633	8	30	0	0	0
93183	223	89	226	185	185
3766	24	6	6	8	8
3765	0	2	0	0	0
93185	159	148	68	84	84
477	88	714	25	33	33
480	131	31	69	91	91
844	119	56	139	174	174
729867	3	2	0	1	1
8682	1696	2200	276	306	306
50717	1041	957	748	797	797
5824	973	557	1700	1688	1688
4807	0	0	0	0	0
1314	2646	1762	1925	1959	1959
474338	4	5	107	68	68
23385	1198	911	1556	1483	1483
57216	252	115	147	135	135
114836	248	105	33	20	20
8832	569	273	66	39	39
6504	166	81	34	31	31
962	436	280	32	43	43
57823	918	574	79	56	56
4063	98	84	30	34	34
51744	38	24	16	13	13
55600	1	0	2	1	1
101928372	0	0	0	0	0
142683	0	0	0	0	0
50848	2783	901	952	961	961
100131187	105	12	120	143	143
7391	501	333	287	324	324
257106	800	406	1116	1167	1167
81607	611	179	1628	1539	1539
126823	25	20	15	18	18
5202	104	95	113	73	73
4817	210	222	187	226	226
9191	230	218	217	241	241
51506	819	605	646	654	654
27005	266	231	191	185	185
5498	119	90	461	492	492
8703	374	320	279	244	244
9507	140	516	9	6	6
4720	829	621	1647	1469	1469
2207	367	309	54	38	38
336	0	0	7	2	2
84134	168	149	59	70	70
100847090	1	0	0	0	0
9970	6	6	11	9	9
654790	565	123	34	29	29
4359	20	59	9	8	8
6391	739	500	781	725	725
257177	43	26	238	239	239
100189373	2	4	0	0	0
100189407	8	0	0	0	0
100189402	0	0	0	0	0
100188997	0	0	0	0	0
100189412	0	0	0	0	0
100189394	0	0	0	0	0
100189366	0	0	0	0	0
100189091	0	0	0	0	0
100189260	0	0	0	0	0
100189235	0	0	0	0	0
100189009	0	0	0	0	0
100189252	0	0	0	0	0
100189385	0	0	0	0	0
100189141	0	0	0	0	0
