Geneid,N2,N2,R1,R2
TACSTD2,3110,726,1022,983
MYSM1,548,326,1066,1082
JUN,873,2267,694,706
LINC01135,0,0,4,0
LINC01358,7,2,0,0
HSD52,0,0,0,0
FGGY,155,44,154,164
MIR4711,0,0,0,0
LOC101926944,2,3,0,0
HOOK1,270,67,269,258
CYP2J2,118,25,190,157
C1orf87,13,0,0,0
LOC101926964,0,0,0,0
NFIA-AS2,0,1,0,0
NFIA,513,612,759,714
NFIA-AS1,0,0,0,0
MGC34796,0,0,0,0
TM2D1,229,142,356,292
PATJ,602,194,6059,5799
MIR3116-1,0,0,0,0
MIR3116-2,0,0,0,0
L1TD1,0,6,4,4
KANK4,3,11,0,0
USP1,528,379,497,441
DOCK7,418,255,1355,1366
ANGPTL3,0,0,272,246
ATG4C,190,187,106,122
LINC00466,0,0,0,0
FOXD3-AS1,0,0,0,0
FOXD3,4,3,0,0
MIR6068,0,0,0,0
ALG6,173,86,454,500
ITGB3BP,177,81,161,160
EFCAB7,113,83,158,136
DLEU2L,3,1,14,4
PGM1,543,481,554,531
ROR1,101,217,42,33
ROR1-AS1,2,5,0,0
UBE2U,0,0,0,0
CACHD1,165,290,345,359
MIR4794,0,0,0,0
RAVER2,141,233,275,238
JAK1,3376,2201,2093,1840
LINC01359,0,0,1,2
NA,0,0,0,0
MIR3671,1,1,0,0
MIR101-1,0,0,0,2
AK4,279,378,24,18
DNAJC6,17,33,51,50
LEPROT,1740,1429,172,128
LEPR,358,419,265,266
PDE4B,474,868,57,73
PDE4B-AS1,0,0,0,0
SGIP1,81,121,46,50
MIR3117,0,0,0,0
DYNLT5,20,8,6,3
INSL5,0,0,0,0
DNAI4,34,24,104,77
MIER1,934,444,1139,1062
SLC35D1,572,280,545,541
C1orf141,0,0,0,0
IL23R,20,4,22,20
IL12RB2,25,27,155,161
SERBP1,2886,1886,1243,1260
GADD45A,270,303,131,117
GNG12,1775,2118,42,50
GNG12-AS1,4,6,0,0
DIRAS3,15,38,6,4
WLS,935,1153,305,228
MIR1262,0,0,0,2
RPE65,0,4,0,0
DEPDC1,79,33,100,111
DEPDC1-AS1,0,0,0,0
LRRC7,2,7,0,2
PIN1P1,0,0,0,0
LRRC40,290,189,347,314
SRSF11,2011,1201,4951,5001
ANKRD13C,332,274,453,430
HHLA3,67,28,5,8
CTH,31,24,43,43
LINC01788,0,0,0,0
PTGER3,42,155,0,0
ZRANB2-AS1,29,15,2,0
ZRANB2,905,583,1298,1292
MIR186,10,4,25,16
ZRANB2-AS2,4,0,0,0
NEGR1,284,624,18,14
NEGR1-IT1,0,0,0,0
LINC01360,0,0,0,0
LRRIQ3,9,2,0,0
FPGT-TNNI3K,0,0,0,0
FPGT,327,112,189,174
TNNI3K,0,0,0,0
NA,0,0,0,0
LRRC53,0,0,0,0
ERICH3,0,0,0,4
ERICH3-AS1,0,0,0,0
CRYZ,761,399,279,283
TYW3,307,263,153,146
LHX8,10,15,13,13
SLC44A5,98,15,924,892
ACADM,976,479,1051,1093
DLSTP1,9,6,76,64
RABGGTB,446,330,483,486
SNORD45C,2,3,21,22
SNORD45A,3,1,42,33
SNORD45B,6,2,15,11
MSH4,6,2,8,4
ASB17,0,0,0,2
LOC101927342,0,0,0,0
ST6GALNAC3,41,100,5,8
ST6GALNAC5,63,124,0,2
MIR7156,0,0,0,0
PIGK,498,435,262,218
AK5,9,7,0,9
ZZZ3,573,421,851,940
USP33,1031,602,1378,1281
MIGA1,488,253,596,554
NEXN-AS1,1,3,1,0
NEXN,463,1195,424,461
FUBP1,812,487,1861,1851
DNAJB4,377,625,129,132
GIPC2,33,93,83,71
MGC27382,0,0,0,0
PTGFR,291,533,0,0
IFI44L,599,388,478,590
IFI44,450,276,692,738
ADGRL4,553,754,136,152
LINC01781,11,2,0,0
ADGRL2,570,843,598,551
LOC101927434,0,0,0,0
LINC01361,0,0,4,2
LINC01725,1,0,0,0
LOC101927560,2,0,0,0
TTLL7,72,237,80,89
PRKACB,1427,1030,573,577
SAMD13,28,18,22,22
UOX,0,0,0,0
DNASE2B,0,2,1,1
RPF1,385,213,225,213
GNG5,338,233,438,453
SPATA1,2,9,57,75
CTBS,371,285,123,121
LINC01461,0,0,0,0
LINC01555,0,0,0,0
SSX2IP,272,192,261,244
LPAR3,228,93,87,51
MCOLN2,113,22,63,47
MCOLN3,2,6,37,33
DNAI3,14,9,31,22
MIR4423,0,0,0,0
SYDE2,102,70,496,483
C1orf52,126,139,148,135
BCL10,307,319,427,395
LOC646626,1,0,0,0
DDAH1,435,285,77,81
CCN1,1030,9532,216,224
ZNHIT6,319,239,483,362
COL24A1,56,39,25,38
ODF2L,260,141,1208,1110
MIR7856,0,0,2,0
CLCA2,339,633,2071,2184
CLCA1,3,3,0,2
CLCA4,1366,619,2573,2552
CLCA3P,2,3,26,21
CLCA4-AS1,22,6,0,0
SH3GLB1,1822,1334,2059,2073
SELENOF,2160,1265,300,345
HS2ST1,788,387,208,202
LINC01140,42,91,3,1
LINC02801,1,0,0,0
NA,0,0,0,0
LMO4,464,459,129,110
LINC01364,0,0,0,0
PKN2-AS1,2,1,0,0
PKN2,1209,608,2470,2386
GTF2B,306,252,277,338
KYAT3,347,208,438,441
RBMXL1,355,215,232,247
GBP3,1653,193,1476,1402
GBP1,1135,807,1140,1154
GBP2,2278,1165,4681,4637
GBP7,11,2,126,154
GBP4,1227,499,1177,1114
GBP5,676,318,242,236
LOC729930,0,0,0,0
GBP6,7,2,23,22
GBP1P1,26,13,19,36
LRRC8B,253,88,313,350
LRRC8C,374,283,214,205
LRRC8C-DT,4,2,0,0
LRRC8D,328,288,285,264
NA,0,0,0,0
GEMIN8P4,5,6,2,2
ZNF326,322,184,1232,1310
BARHL2,0,0,0,0
ZNF644,726,460,3598,3631
HFM1,0,12,16,5
CDC7,91,37,138,131
TGFBR3,844,1268,2995,2848
BRDT,2,0,0,0
EPHX4,7,4,42,43
SETSIP,3,1,10,15
BTBD8,22,6,62,54
NA,105,45,211,212
C1orf146,0,0,9,5
GLMN,146,59,512,502
RPAP2,151,128,595,565
GFI1,73,47,16,10
EVI5,302,253,779,662
RPL5,8348,5171,7122,6545
DIPK1A,258,348,58,78
SNORD21,3,2,73,91
SNORA66,2,2,72,68
MTF2,383,215,666,511
TMED5,1316,904,428,465
CCDC18,93,33,386,373
CCDC18-AS1,141,92,4,2
DR1,926,471,203,202
FNBP1L,1172,353,1437,1494
NA,0,0,0,0
BCAR3,112,223,209,198
BCAR3-AS1,24,2,2,1
MIR760,0,0,2,0
TRR-TCT1-1,1,0,0,0
DNTTIP2,552,436,812,770
GCLM,302,226,59,92
ABCA4,2,10,11,8
ARHGAP29,539,525,416,404
ABCD3,1037,438,2933,2794
F3,756,1064,232,244
SLC44A3-AS1,30,4,0,0
MIR378G,0,0,0,0
SLC44A3,433,110,805,790
CNN3,1441,1657,335,322
NA,2,4,0,0
CNN3-DT,30,38,2,6
ALG14,94,26,74,68
ALG14-AS1,0,0,0,0
TLCD4,230,208,25,34
TLCD4-RWDD3,5,1,2,8
LOC101928118,3,0,0,0
RWDD3,64,38,56,70
LINC01761,0,0,0,0
LINC02607,0,0,0,0
LINC02790,0,0,0,0
LINC01787,0,0,0,0
PTBP2,169,278,484,462
DPYD,648,627,2030,1886
DPYD-AS1,0,0,0,0
DPYD-AS2,0,0,0,0
MIR137HG,0,0,0,0
MIR2682,0,0,0,0
MIR137,0,0,0,0
LINC01776,0,0,0,0
SNX7,310,239,456,441
PLPPR5,2,0,2,0
LOC100129620,0,0,0,0
PLPPR4,148,131,61,71
LINC01708,0,0,0,0
PALMD,196,412,166,109
FRRS1,67,71,305,301
AGL,714,463,2225,2189
SLC35A3,523,356,427,388
MFSD14A,760,578,761,771
SASS6,100,54,159,159
TRMT13,222,106,257,252
LRRC39,8,7,49,40
DBT,715,323,753,754
RTCA-AS1,3,4,0,0
RTCA,376,238,262,301
MIR553,0,0,31,46
CDC14A,180,135,388,384
GPR88,7,0,0,0
LINC01349,0,0,0,0
VCAM1,1038,802,158,144
EXTL2,265,214,32,51
SLC30A7,612,255,530,570
DPH5,181,176,118,128
LOC102606465,34,22,0,0
LOC101928334,2,8,0,0
LOC101928370,6,8,0,0
S1PR1,433,694,30,28
LINC01307,0,0,0,0
OLFM3,0,0,2,0
DNAJA1P5,0,0,0,0
COL11A1,13,19,296,247
LOC101928436,0,0,0,0
RNPC3,193,140,1354,1376
AMY2B,106,64,2105,1944
ACTG1P4,2,6,4,10
AMY2A,0,1,9,10
AMY1A,0,0,0,0
AMY1B,0,0,15,20
AMY1C,0,1,0,3
LOC100129138,4,0,2,0
LINC01676,0,0,0,0
PRMT6,207,123,27,21
NTNG1,13,69,2,0
VAV3,858,232,589,569
MIR7852,0,0,0,0
VAV3-AS1,0,0,0,0
SLC25A24,886,527,847,773
NBPF4,0,0,2,5
NBPF6,0,0,10,27
FAM102B,811,561,235,231
HENMT1,180,49,156,143
PRPF38B,790,625,1575,1432
FNDC7,0,0,6,2
STXBP3,733,463,971,920
AKNAD1,0,4,2,6
SPATA42,0,0,0,0
GPSM2,121,132,536,585
CLCC1,405,391,407,408
WDR47,241,233,214,195
TAF13,98,125,106,70
TMEM167B,801,502,87,100
SCARNA2,0,0,3488,3304
C1orf194,0,5,17,9
ELAPOR1,34,22,12,16
SARS1,1670,962,416,470
CELSR2,252,134,335,297
PSRC1,27,29,33,30
MYBPHL,0,4,48,50
SORT1,1025,872,464,426
PSMA5,691,386,627,565
SYPL2,9,41,10,14
ATXN7L2,61,66,56,53
CYB561D1,277,91,21,12
AMIGO1,67,108,8,8
GPR61,0,3,0,2
GNAI3,1272,875,359,405
MIR197,0,0,0,8
GNAT2,2,0,169,241
AMPD2,377,398,217,192
GSTM4,164,229,258,291
GSTM2,86,208,296,294
GSTM1,0,3,43,35
GSTM5,48,200,5,13
GSTM3,288,359,99,74
EPS8L3,17,16,29,25
CSF1,487,863,36,36
AHCYL1,1676,1352,892,877
STRIP1,429,323,514,517
ALX3,25,5,12,16
LINC01397,0,0,0,0
UBL4B,0,2,0,0
SLC6A17,1,2,4,0
LINC02586,0,0,0,0
KCNC4,29,47,90,74
RBM15-AS1,0,2,0,0
RBM15,195,101,739,704
SLC16A4,179,129,294,198
LAMTOR5,356,193,165,121
LAMTOR5-AS1,0,0,0,0
PROK1,6,9,2,2
CYMP,0,0,0,0
CYMP-AS1,0,0,0,0
KCNA10,2,2,0,0
KCNA2,46,29,0,0
KCNA3,543,201,18,26
CD53,1301,688,155,199
LRIF1,269,118,405,339
DRAM2,680,466,770,762
CEPT1,477,321,520,484
DENND2D,900,371,521,479
CHI3L2,492,368,4,5
CHIAP2,0,0,0,0
CHIA,0,0,0,0
PIFO,104,64,14,10
PGBP,0,0,0,0
OVGP1,40,21,156,141
WDR77,534,268,226,212
ATP5PB,1612,1019,623,563
C1orf162,140,91,80,88
TMIGD3,12,6,4,18
ADORA3,58,25,14,18
LINC01160,4,4,0,0
RAP1A,1233,1342,488,448
INKA2,124,92,13,15
INKA2-AS1,0,0,0,0
LOC101928718,0,0,0,0
DDX20,248,137,233,165
KCND3,49,74,131,128
KCND3-IT1,0,0,0,0
KCND3-AS1,0,0,0,0
LINC01750,3,4,0,0
CTTNBP2NL,642,549,713,700
MIR4256,0,0,0,0
WNT2B,70,113,30,31
ST7L,143,144,249,211
CAPZA1,2004,1083,1715,1649
MOV10,516,391,884,841
RHOC,851,1249,289,267
PPM1J,22,12,4,2
TAFA3,0,0,0,0
LINC01356,1,2,0,0
SLC16A1,234,465,52,72
AKR7A2P1,0,2,0,4
SLC16A1-AS1,3,11,0,0
LRIG2-DT,0,3,0,0
LRIG2,137,132,761,714
LOC643441,0,0,0,0
MAGI3,144,165,616,517
PHTF1,229,134,486,427
RSBN1,438,221,243,239
AP4B1-AS1,9,9,12,10
PTPN22,219,75,168,161
BCL2L15,16,15,14,8
AP4B1,108,101,262,322
DCLRE1B,78,71,55,73
HIPK1-AS1,0,0,0,0
HIPK1,1163,769,994,958
OLFML3,502,830,36,38
SYT6,0,0,0,0
TRIM33,984,377,2017,1999
BCAS2,417,258,385,363
DENND2C,55,62,319,319
AMPD1,18,13,6,6
NRAS,926,496,405,367
CSDE1,7216,6558,6251,6147
SIKE1,514,302,133,170
SYCP1,0,0,0,0
TSHB,0,0,2,4
TSPAN2,323,571,22,28
NGF,2,11,0,2
VANGL1,376,298,386,396
CASQ2,129,1408,0,0
NHLH2,0,0,0,0
LINC01649,0,0,0,0
LOC101928977,0,0,0,0
SLC22A15,56,63,78,79
MAB21L3,32,2,8,14
ATP1A1,2972,2118,2161,2096
ATP1A1-AS1,25,20,5,0
LINC01762,0,0,0,0
CD58,122,109,163,149
MIR548AC,0,0,0,0
IGSF3,583,141,243,189
MIR320B1,0,0,0,0
LINC02868,0,0,0,0
CD2,472,174,161,188
PTGFRN,990,968,210,219
CD101,51,28,22,32
LOC101929099,4,2,0,0
TTF2,267,129,403,444
MIR942,0,0,2,0
TRIM45,83,67,70,75
VTCN1,217,30,10,8
LINC01525,0,0,0,0
MAN1A2,1528,717,1718,1622
LOC100996263,0,0,0,0
TENT5C,1427,872,155,159
GDAP2,266,134,606,535
WDR3,418,193,671,654
SPAG17,157,10,161,170
TBX15,18,3,19,23
WARS2,188,66,102,84
WARS2-IT1,3,3,0,0
WARS2-AS1,55,22,2,2
HAO2,2,1,0,0
HAO2-IT1,0,0,0,0
HSD3B2,0,0,2,2
HSD3B1,0,0,0,0
HSD3BP4,0,1,2,0
LINC00622,0,0,0,0
ZNF697,91,57,54,73
PHGDH,193,244,113,80
HMGCS2,2079,300,2208,2097
REG4,2,0,0,0
NBPF7P,1,0,4,0
ADAM30,0,0,0,0
NOTCH2,1758,1408,2508,2392
SEC22B,901,569,98,135
LOC105378954,4,3,9,8
NBPF8,105,163,2479,2481
PFN1P2,7,0,0,2
PDE4DIPP2,184,178,245,239
NOTCH2NLR,34,1,71,66
NBPF26,197,84,3081,2158
TRN-GTT2-1,0,0,0,0
RNVU1-19,0,0,0,0
PPIAL4A,1,0,3,1
LINC00623,101,39,2,0
RNVU1-4,0,0,0,0
TRN-GTT11-2,0,0,0,0
LOC105369199,2,0,0,0
NA,0,0,0,0
NA,0,0,0,0
PDE4DIPP4,0,0,0,0
FCGR1B,19,17,10,8
LOC100996318,0,0,0,0
H2BP1,0,2,21,19
FAM72B,7,7,33,33
SRGAP2C,94,114,148,180
SRGAP2-AS1,0,0,0,0
EMBP1,14,2,6,4
LOC101929815,0,0,0,0
TRQ-CTG4-2,0,0,0,0
RNVU1-17,0,0,0,0
RNVU1-18,0,0,0,0
TRN-GTT6-1,0,0,0,0
LOC105369140,8,0,0,0
LINC02591,0,0,0,0
TRV-CAC8-1,0,0,0,0
TRV-CAC4-1,0,0,0,0
PDE4DIPP3,0,0,0,0
TRN-GTT12-1,0,0,0,0
FCGR1CP,14,14,2,8
NA,0,0,0,0
FAM72C,10,5,2,2
SRGAP2D,22,12,58,33
LOC101060524,0,0,0,0
PPIAL4E,0,0,0,0
RNVU1-15,0,0,0,0
TRN-GTT3-1,0,0,0,0
NBPF15,232,168,2810,2674
TRN-GTT2-8,0,0,0,0
PPIAL4F,0,0,0,0
LOC105371215,0,0,0,0
DRD5P2,0,0,0,0
LSP1P5,1,2,0,0
SRGAP2B,114,56,144,137
FAM72D,0,6,91,31
LOC101929805,5,0,0,2
NA,22,4,14,12
LINC01145,43,30,43,49
PPIAL4D,0,0,0,0
RNVU1-14,4,1,0,0
TRN-GTT2-7,0,0,0,0
NBPF20,41,40,1137,1191
NA,0,0,0,0
PDE4DIPP5,0,0,0,0
NBPF25P,14,22,208,188
GPR89A,80,35,413,589
PDZK1,0,0,94,100
CD160,5,4,37,27
RNF115,227,247,343,305
POLR3C,264,195,382,396
NUDT17,22,17,26,33
PIAS3,318,333,353,375
MIR6736,1,0,0,0
ANKRD35,23,47,6,14
ITGA10,31,47,18,27
PEX11B,350,207,60,66
GNRHR2,17,8,6,2
RBM8A,904,551,504,484
LIX1L,442,628,38,31
POLR3GL,183,161,174,179
ANKRD34A,12,23,3,2
TXNIP,13466,5353,4143,4237
HJV,0,0,0,0
TRE-CTC1-1,0,0,0,0
TRG-TCC2-1,0,0,0,0
TRH-GTG1-1,0,0,0,0
TRK-CTT2-1,0,0,0,0
RNVU1-6,0,0,0,0
LINC01719,3,3,0,0
NBPF10,19,29,2325,1922
NOTCH2NLA,15,3,14,36
NUDT4P2,0,0,0,0
PPIAL4H,0,0,0,4
NA,3,8,0,0
HYDIN2,4,4,15,12
NA,2,0,1,0
NBPF12,244,148,5870,5453
LOC728989,1,1,0,0
TRH-GTG1-2,0,0,0,0
RNVU1-8,0,0,0,0
NBPF13P,0,0,0,0
PRKAB2,450,612,55,76
PDIA3P1,330,230,728,712
FMO5,109,83,108,128
CHD1L,304,276,378,320
LINC00624,0,0,0,0
BCL9,331,303,673,648
ACP6,136,51,275,244
GJA5,269,205,65,54
GJA8,0,0,0,0
GPR89B,74,19,251,154
PDZK1P1,0,0,103,105
TRQ-CTG3-2,0,0,0,0
RNVU1-7,0,0,0,0
TRN-GTT9-2,0,0,0,0
NBPF11,172,119,3846,3804
LOC101927468,0,1,0,0
TRQ-CTG4-1,0,0,0,0
TRH-GTG1-3,0,0,0,0
TRH-GTG1-4,0,0,0,0
TRQ-CTG7-1,0,0,0,0
MIR5087,0,0,0,0
RNVU1-1,0,0,0,0
MIR6077,0,0,0,0
RNVU1-2,0,0,0,0
PDE4DIPP6,11,7,3,0
RNVU1-3,1,0,0,0
LINC01138,34,26,57,49
PPIAL4G,0,0,0,0
NBPF14,181,137,2639,2152
NOTCH2NLB,50,27,29,23
NUDT4B,57,9,6,0
PDE4DIP,646,440,280,282
NBPF9,138,127,1539,1397
LOC653513,39,35,122,117
NA,4,2,1,0
NBPF19,117,104,416,440
PPIAL4C,1,0,4,0
LINC00869,52,34,5,13
LOC644634,0,0,0,0
TRV-CAC1-7,0,0,0,0
PDE4DIPP7,2,0,0,0
TRN-GTT8-1,0,0,0,0
H2BC18,3,1,1039,1057
FCGR1A,79,51,57,55
NA,0,0,3,0
H3C13,0,0,36,28
H4C14,0,2,0,0
NA,0,0,0,0
H3C14,0,0,0,0
H2AC18,4,0,13,14
H2BC20P,0,0,4,0
H2AC19,2,2,8,18
H3C15,0,2,1,4
H4C15,1,0,0,0
H2BC21,134,113,657,664
H2AC20,2,0,188,263
H2AC21,2,0,20,28
BOLA1,27,18,2,2
SV2A,89,66,10,8
SF3B4,423,400,379,383
MTMR11,157,175,172,167
OTUD7B,378,185,473,382
NA,0,0,0,0
VPS45,421,392,425,407
PLEKHO1,475,956,65,75
ANP32E,729,428,853,814
CA14,3,1,16,42
APH1A,1471,962,383,400
C1orf54,54,67,55,65
CIART,19,77,16,23
MRPS21,378,257,295,306
PRPF3,406,374,2831,2702
RPRD2,652,540,1509,1492
TARS2,330,133,300,304
MIR6878,0,0,0,1
ECM1,236,446,209,163
FALEC,0,0,0,0
ADAMTSL4,226,811,651,595
NA,2,5,19,30
MIR4257,0,0,0,0
ADAMTSL4-AS1,2,4,5,3
MCL1,5999,7328,1223,1251
ENSA,1270,1065,236,224
GOLPH3L,657,257,335,376
HORMAD1,6,0,49,54
CTSS,3693,2509,1189,1115
CTSK,2090,3885,379,366
ARNT,756,694,786,756
SETDB1,404,315,900,931
CERS2,1091,1053,526,527
ANXA9,190,70,126,110
MINDY1,295,195,204,168
PRUNE1,353,263,290,240
BNIPL,54,24,102,96
C1orf56,7,28,36,19
CDC42SE1,1881,1204,638,606
MLLT11,63,101,4,0
GABPB2,89,59,213,183
SEMA6C,41,104,62,63
TNFAIP8L2-SCNM1,0,0,0,0
TNFAIP8L2,84,57,4,8
LYSMD1,71,80,57,75
SCNM1,6,3,9,2
TMOD4,6,8,8,12
VPS72,241,271,171,213
PIP5K1A,539,448,933,935
PSMD4,724,613,645,634
ZNF687,366,213,252,233
PI4KB,832,682,748,753
RFX5,907,669,604,547
SELENBP1,454,606,57,58
PSMB4,1063,896,663,719
POGZ,744,714,2114,2084
CGN,460,96,777,732
TUFT1,244,176,482,504
MIR554,0,0,28,24
SNX27,496,360,422,354
CELF3,1,8,0,2
RIIAD1,0,0,2,0
MRPL9,240,197,148,148
OAZ3,8,1,15,11
TDRKH,106,50,48,56
LINGO4,15,2,0,0
RORC,129,53,26,21
C2CD4D,5,1,1,4
C2CD4D-AS1,15,2,0,2
THEM5,13,7,71,87
THEM4,161,154,110,153
S100A10,327,724,62,73
NBPF18P,1,0,8,0
S100A11,2538,1443,2466,2263
LOC100131107,0,0,0,0
TCHHL1,0,0,0,2
TCHH,2,5,4,4
RPTN,0,0,0,2
HRNR,2,4,2157,1952
FLG,10,7,460,435
FLG-AS1,1,0,0,1
FLG2,0,0,43,30
CRNN,9,14,1,0
LCE5A,0,0,0,0
CRCT1,0,0,0,0
LCE3E,0,0,0,0
LCE3D,0,0,0,0
LCE3C,0,0,0,0
LCE3B,0,0,0,0
LCE3A,0,0,0,0
LCE2D,0,0,0,0
LCE2C,0,0,0,0
LCE2B,0,0,0,0
LCE2A,0,0,0,0
LCE4A,0,0,0,0
C1orf68,0,0,0,0
KPRP,0,0,0,0
LCE1F,0,0,0,0
LCE1E,0,0,0,0
LCE1D,0,0,0,0
LCE1C,0,0,0,0
LCE1B,0,0,0,0
LCE1A,0,0,0,0
LCE6A,0,0,0,0
SMCP,0,0,0,0
IVL,94,54,277,305
SPRR4,0,0,0,0
SPRR1A,4,7,61,57
SPRR3,28,41,123,122
SPRR1B,1,5,5,0
SPRR2D,1,0,0,0
SPRR2A,5,4,0,0
SPRR2B,0,0,0,0
SPRR2E,1,0,0,0
SPRR2F,0,0,6,0
SPRR2C,0,0,0,2
SPRR2G,0,0,0,2
LOC101928009,0,0,0,0
LELP1,0,0,0,0
PRR9,0,0,0,0
LORICRIN,0,0,0,0
PGLYRP3,0,0,0,0
PGLYRP4,0,0,1,0
S100A9,3187,1156,142,120
S100A12,26,9,0,0
S100A8,388,162,33,40
S100A7A,0,0,0,0
S100A7L2,0,0,0,0
S100A7,2,0,8,0
S100A6,4735,2227,2622,2514
S100A5,1,1,5,2
S100A4,682,379,170,164
LOC101928034,2,13,0,0
S100A3,4,7,3,7
S100A2,1106,391,455,412
S100A16,592,614,278,192
S100A14,124,50,54,56
S100A13,223,278,88,86
S100A1,4,5,28,26
CHTOP,407,299,288,279
SNAPIN,222,171,79,67
ILF2,1292,820,1040,937
TRX-CAT1-1,0,0,0,0
NPR1,82,311,16,14
MIR8083,0,0,0,0
INTS3,229,269,211,147
SLC27A3,31,14,2,2
LOC343052,0,0,0,0
NA,0,0,0,0
GATAD2B,60,17,24,12
DENND4B,629,573,478,412
CRTC2,330,334,426,442
SLC39A1,914,636,80,71
MIR6737,0,0,0,0
CREB3L4,155,61,76,89
JTB,486,347,268,230
RAB13,982,732,474,446
RPS27,3282,1808,2690,2478
NUP210L,0,3,29,42
MIR5698,0,0,0,0
TPM3,3337,2010,3227,3147
MIR190B,0,0,0,0
C1orf189,0,0,27,16
C1orf43,1445,1201,546,488
UBAP2L,1176,1088,3608,3313
HAX1,365,366,589,571
AQP10,0,0,0,0
ATP8B2,827,1201,136,127
IL6R,629,432,72,55
SHE,193,241,18,22
TDRD10,11,27,4,0
UBE2Q1,577,516,427,443
UBE2Q1-AS1,5,1,0,0
CHRNB2,0,4,18,13
ADAR,3792,2257,5735,5886
KCNN3,168,216,30,32
PMVK,131,130,55,62
PBXIP1,1333,1438,270,284
PYGO2,475,375,17,15
LOC101928120,0,0,0,0
SHC1,1322,1317,439,440
CKS1B,106,95,167,154
MIR4258,1,0,0,0
FLAD1,220,187,270,292
LENEP,0,0,0,6
ZBTB7B,403,227,100,89
DCST2,7,6,67,41
DCST1,1,1,13,21
DCST1-AS1,4,3,0,0
ADAM15,580,717,343,281
EFNA4,61,35,10,27
EFNA3,17,9,3,4
EFNA1,298,251,247,288
SLC50A1,334,183,237,266
DPM3,37,35,14,18
KRTCAP2,260,216,515,602
TRIM46,19,25,139,106
MUC1,826,352,5768,5691
MIR92B,0,0,0,0
THBS3,331,722,720,684
MTX1,67,61,48,36
GBAP1,6,6,5,4
GBA,4,47,18,8
FAM189B,0,14,0,0
SCAMP3,0,0,0,0
CLK2,0,0,0,0
HCN3,0,0,0,0
PKLR,0,0,0,0
FDPS,474,382,692,646
RUSC1-AS1,2,4,4,8
RUSC1,283,239,151,138
ASH1L,1149,627,7085,6645
MIR555,0,0,0,0
POU5F1P4,0,0,94,98
ASH1L-AS1,7,0,51,67
MSTO1,86,62,98,101
YY1AP1,570,550,2142,2042
DAP3,778,461,994,920
MSTO2P,30,13,24,31
GON4L,464,423,3917,3819
SYT11,423,581,8,16
RIT1,507,343,296,234
KHDC4,539,309,1754,1760
SNORA80E,0,0,154,147
SCARNA4,0,0,400,361
RXFP4,0,0,0,0
ARHGEF2,836,800,662,628
MIR6738,0,0,0,0
LOC105371729,3,1,0,0
SSR2,1517,1395,504,541
UBQLN4,528,352,109,78
LAMTOR2,168,129,376,350
RAB25,694,218,424,474
MEX3A,106,30,81,63
LMNA,1296,3596,3526,3507
SEMA4A,337,181,803,803
SLC25A44,313,268,111,98
PMF1,62,77,10,11
PMF1-BGLAP,0,0,0,0
BGLAP,0,1,2,0
PAQR6,20,13,43,43
SMG5,1105,823,1089,1072
TMEM79,126,72,111,110
GLMP,414,424,256,256
VHLL,0,0,0,0
CCT3,1769,1256,1005,917
TSACC,2,4,6,2
RHBG,12,0,20,16
MIR9-1HG,2,0,0,0
MIR9-1,0,0,0,0
MEF2D,580,1139,301,279
IQGAP3,88,39,266,264
TTC24,12,5,0,4
NAXE,311,214,237,216
GPATCH4,225,134,212,230
LOC101928177,0,0,0,0
HAPLN2,0,0,3,0
BCAN,4,4,27,19
NES,261,409,99,123
CRABP2,456,323,115,96
ISG20L2,422,319,167,158
METTL25B,230,166,172,128
MRPL24,220,177,102,125
HDGF,1698,1193,860,762
PRCC,410,350,507,576
SH2D2A,67,31,22,14
NTRK1,4,10,2,10
INSRR,1,0,0,2
PEAR1,123,251,40,56
LRRC71,0,2,28,7
ARHGEF11,684,529,1182,1058
MIR765,0,0,9,14
ETV3L,1,0,0,0
ETV3,690,439,275,338
CYCSP52,0,0,12,6
FCRL5,376,211,50,57
FCRL4,8,7,0,4
FCRL3,173,94,24,31
FCRL2,103,23,14,16
FCRL1,165,22,6,6
CD5L,0,0,0,0
KIRREL1,775,806,110,125
LINC01704,0,2,0,0
CD1D,64,47,6,7
CD1A,15,14,2,0
CD1C,76,39,10,6
CD1B,4,3,0,0
CD1E,30,31,6,0
OR10T2,0,0,0,0
OR10K2,0,0,0,0
OR10K1,0,0,0,0
OR10R2,0,0,0,0
OR6Y1,0,0,0,0
OR6P1,0,0,0,0
OR10X1,0,0,0,0
OR10Z1,0,0,0,0
SPTA1,1,3,10,22
OR6K2,0,0,0,0
OR6K3,0,0,0,0
OR6K6,0,0,0,0
OR6N1,0,0,0,0
OR6N2,0,0,0,0
MNDA,555,303,26,18
PYHIN1,69,72,44,61
IFI16,2185,1495,3365,3210
AIM2,109,42,863,815
TRR-TCT4-1,0,0,0,0
CADM3,24,315,1,1
CADM3-AS1,14,44,1,0
ACKR1,296,656,0,4
FCER1A,50,56,8,14
OR10J3,0,0,0,0
OR10J1,0,0,0,0
OR10J5,0,0,0,2
APCS,0,0,0,0
CRP,1,1,0,0
DUSP23,45,26,42,25
FCRL6,24,28,2,12
SLAMF8,250,107,21,8
SNHG28,8,7,23,10
VSIG8,2,2,27,16
CFAP45,2,7,21,16
MIR4259,0,0,0,0
TAGLN2,2839,2670,481,475
IGSF9,53,19,44,46
SLAMF9,3,2,0,0
